Material_Quality,Concrete_Grade,Steel_Grade,Age_of_Building,No_of_Floors,Foundation_Depth,Soil_Type,Seismic_Zone,Load_Bearing_Capacity,Moisture_Exposure,Maintenance_Frequency,Strength,Durability
10,M25,Fe500,25,21,8.6,Clay,II,199,Medium,3,109.85,75.79
1,M20,Fe415,39,9,14.3,Loam,V,495,High,2,29.52,0.49
8,M30,Fe415,55,23,10.1,Loam,I,179,High,3,124.29,81.53
1,M40,Fe415,8,16,9.1,Rocky,IV,477,High,0,62.09,20.94
10,M40,Fe500,22,13,10.2,Rocky,III,411,Medium,5,136.52,102.6
3,M25,Fe415,19,21,17.0,Rocky,I,309,Medium,1,82.5,50.39
8,M40,Fe500,33,19,11.1,Sandy,I,291,High,5,107.58,80.93
5,M40,Fe500,35,1,9.4,Clay,I,392,Low,5,69.57,64.81
7,M30,Fe415,12,11,17.6,Rocky,II,500,High,3,102.11,60.47
6,M20,Fe500,12,17,9.9,Loam,IV,475,High,3,80.66,41.45
8,M40,Fe500,34,16,11.9,Loam,V,171,High,3,106.82,75.42
8,M20,Fe415,42,13,5.8,Rocky,II,264,Medium,3,94.49,67.71
4,M20,Fe500,36,8,5.8,Sandy,II,492,Medium,0,55.25,28.81
1,M25,Fe500,18,7,3.6,Loam,IV,158,Medium,0,27.72,5.77
3,M30,Fe500,27,19,17.9,Clay,IV,407,High,4,80.59,36.38
8,M25,Fe415,27,18,17.2,Rocky,I,346,High,1,114.9,57.03
5,M20,Fe500,0,4,3.6,Rocky,I,171,Low,4,49.1,47.62
7,M30,Fe500,42,16,3.2,Loam,IV,512,High,3,72.51,30.86
3,M25,Fe415,39,23,12.6,Rocky,V,390,Medium,2,81.42,58.85
2,M40,Fe500,41,12,15.3,Clay,V,507,Medium,3,64.88,40.43
9,M30,Fe415,49,16,17.2,Rocky,II,443,Medium,4,123.79,93.71
1,M40,Fe500,8,21,10.5,Loam,III,461,High,1,65.22,28.96
6,M25,Fe415,24,18,6.6,Sandy,IV,469,Low,0,70.36,46.68
1,M20,Fe500,44,10,12.1,Clay,I,402,High,2,48.46,19.78
1,M25,Fe415,45,24,3.9,Loam,III,435,High,2,31.82,5.03
7,M40,Fe500,35,16,16.8,Loam,II,518,Low,2,113.45,97.36
1,M25,Fe500,19,18,15.2,Clay,III,310,High,5,43.6,15.06
9,M20,Fe415,44,17,3.7,Sandy,V,211,Medium,5,100.1,72.69
4,M40,Fe415,35,4,6.0,Sandy,II,398,High,2,60.85,31.91
7,M25,Fe415,35,9,11.3,Rocky,III,551,Medium,1,83.48,53.7
6,M30,Fe500,29,23,19.5,Sandy,I,550,High,1,99.82,42.49
10,M20,Fe500,48,15,4.5,Loam,III,431,Low,4,90.58,79.4
10,M30,Fe500,12,7,9.8,Clay,II,311,Low,2,105.13,83.56
6,M40,Fe500,29,1,5.0,Rocky,I,560,Medium,5,74.02,63.65
4,M30,Fe500,17,18,11.0,Sandy,I,319,Medium,2,61.38,39.17
5,M20,Fe500,12,5,18.2,Loam,IV,252,High,2,74.73,43.43
1,M40,Fe415,20,14,18.6,Clay,III,595,High,2,66.31,36.14
5,M40,Fe500,5,12,16.3,Sandy,III,217,Medium,1,89.21,62.98
3,M40,Fe500,32,14,13.5,Rocky,I,270,Medium,4,70.73,54.69
1,M20,Fe500,18,20,13.1,Clay,IV,495,High,5,59.47,44.29
1,M30,Fe500,26,23,14.1,Rocky,I,264,High,3,41.01,5.3
9,M40,Fe500,11,17,16.5,Sandy,I,462,Medium,5,132.5,99.71
1,M30,Fe500,38,1,4.3,Loam,III,303,Low,0,30.95,28.73
5,M40,Fe415,32,5,8.2,Rocky,II,547,Medium,2,71.84,46.45
3,M40,Fe500,13,13,19.9,Sandy,III,474,Low,5,87.06,81.2
1,M20,Fe500,28,14,14.9,Loam,IV,287,High,4,48.38,27.27
5,M30,Fe500,37,20,8.8,Loam,III,466,High,5,71.92,43.92
10,M30,Fe500,5,5,11.1,Loam,III,395,Medium,2,102.31,71.66
4,M20,Fe500,33,16,10.7,Sandy,III,295,Medium,3,63.98,35.73
4,M40,Fe415,13,15,14.5,Loam,V,292,High,5,90.52,59.57
8,M20,Fe415,19,17,16.8,Clay,V,374,Medium,4,88.94,62.52
10,M20,Fe500,42,18,3.6,Loam,V,545,Low,3,105.91,85.52
5,M25,Fe415,15,23,5.9,Sandy,IV,482,High,1,67.87,33.93
4,M30,Fe500,15,9,14.1,Loam,I,222,Medium,3,67.38,30.03
6,M20,Fe415,41,19,15.8,Loam,I,243,High,5,79.99,60.02
4,M30,Fe500,17,8,12.6,Rocky,V,403,High,4,68.43,45.4
1,M40,Fe500,1,18,11.5,Clay,II,294,High,1,56.81,25.14
8,M40,Fe500,40,9,6.0,Sandy,III,301,Low,2,102.71,82.39
7,M40,Fe500,23,9,15.6,Rocky,III,279,Medium,1,102.32,68.37
3,M40,Fe500,15,13,13.1,Rocky,II,155,Low,0,54.06,31.28
6,M25,Fe415,18,14,9.9,Rocky,IV,349,Medium,5,75.92,50.25
6,M40,Fe500,44,4,14.4,Loam,IV,199,Low,0,91.57,56.39
10,M30,Fe500,31,11,7.9,Rocky,V,512,Medium,1,104.7,62.64
6,M30,Fe415,48,20,16.0,Rocky,I,338,Low,1,84.21,57.86
5,M30,Fe415,56,17,11.1,Loam,III,536,Low,3,86.39,64.5
2,M20,Fe415,3,18,6.2,Rocky,III,268,High,2,43.22,19.21
3,M20,Fe500,34,13,10.5,Rocky,IV,198,Medium,5,53.31,55.58
3,M25,Fe500,26,7,16.4,Loam,IV,513,Low,0,51.83,52.42
10,M40,Fe415,29,2,18.4,Sandy,IV,387,Medium,5,126.63,95.09
1,M40,Fe415,11,15,3.2,Clay,I,374,Low,1,50.64,43.47
2,M40,Fe500,42,14,9.3,Clay,III,459,High,3,61.66,30.59
8,M30,Fe500,35,20,3.3,Clay,I,217,High,4,97.79,60.89
1,M25,Fe500,49,22,19.6,Clay,V,157,High,1,49.94,13.98
3,M25,Fe500,32,15,12.7,Loam,V,483,Low,0,57.82,39.82
3,M25,Fe415,47,8,18.9,Sandy,I,364,High,5,40.91,12.42
5,M25,Fe500,24,24,17.4,Sandy,II,532,Medium,2,95.24,58.71
8,M20,Fe500,14,6,13.0,Sandy,II,465,Medium,2,101.61,64.65
9,M30,Fe415,41,11,7.7,Rocky,II,355,Low,3,118.06,95.41
1,M30,Fe415,26,15,19.7,Clay,I,485,Low,4,65.06,63.87
5,M25,Fe500,20,2,17.5,Loam,I,451,High,3,77.9,44.84
4,M40,Fe500,9,23,6.4,Sandy,IV,283,High,0,79.46,32.18
8,M40,Fe500,20,21,12.8,Sandy,II,558,Low,5,118.49,94.3
4,M20,Fe415,8,18,17.2,Rocky,V,499,Medium,4,73.93,55.07
9,M40,Fe415,18,1,17.3,Clay,IV,471,Medium,5,121.56,88.4
10,M25,Fe500,31,20,11.2,Loam,II,342,Low,5,105.35,89.26
6,M30,Fe415,9,10,3.4,Loam,II,326,High,5,69.46,50.44
10,M40,Fe415,34,16,5.9,Rocky,IV,501,Low,1,116.56,91.17
2,M30,Fe500,55,15,3.1,Loam,IV,188,Low,2,43.53,41.08
9,M40,Fe500,16,14,7.7,Rocky,III,263,Medium,1,97.32,66.56
8,M25,Fe415,11,24,5.3,Rocky,III,328,Medium,5,89.18,59.9
5,M30,Fe415,43,17,9.6,Loam,V,333,Low,1,70.04,51.96
8,M40,Fe415,0,13,5.8,Clay,I,454,Medium,1,108.56,69.63
5,M30,Fe500,46,2,17.8,Clay,I,524,High,4,81.34,37.49
9,M20,Fe415,36,11,7.4,Clay,IV,298,Medium,5,100.43,71.35
2,M25,Fe500,53,20,12.3,Rocky,V,154,Low,5,53.24,42.4
7,M25,Fe500,48,12,15.8,Clay,II,162,Medium,1,100.67,64.8
8,M25,Fe500,56,5,12.3,Sandy,III,589,High,2,85.52,43.28
2,M20,Fe500,6,12,19.2,Clay,I,544,High,1,55.73,25.34
10,M30,Fe500,21,14,12.4,Rocky,I,294,Medium,4,112.68,68.96
3,M30,Fe500,5,6,16.3,Loam,V,544,High,0,54.18,19.82
2,M40,Fe500,48,17,17.4,Loam,I,347,Low,4,86.58,64.51
7,M40,Fe500,1,11,4.3,Clay,I,426,Low,1,94.01,75.51
10,M20,Fe415,39,6,16.4,Loam,IV,472,Medium,4,107.39,74.66
2,M40,Fe500,38,10,10.8,Rocky,V,535,High,5,57.11,52.17
6,M40,Fe415,6,20,10.7,Rocky,II,336,High,5,98.6,73.02
2,M40,Fe415,24,8,17.7,Clay,III,470,Low,5,74.27,62.58
9,M25,Fe500,31,21,17.0,Rocky,V,596,High,3,119.03,71.28
9,M40,Fe415,29,20,15.4,Clay,III,294,Medium,2,129.98,89.87
10,M25,Fe500,59,10,18.9,Clay,I,461,High,4,122.73,85.31
8,M30,Fe415,21,24,13.4,Clay,V,521,Low,4,112.26,89.78
5,M25,Fe500,9,1,5.0,Loam,I,374,High,0,47.02,19.76
2,M40,Fe415,40,19,9.2,Rocky,IV,460,High,1,58.69,30.75
2,M25,Fe415,8,21,17.7,Rocky,V,588,High,2,69.0,36.16
2,M25,Fe500,29,7,3.4,Loam,V,413,Medium,2,33.04,16.36
2,M40,Fe415,12,6,5.9,Clay,I,274,High,5,58.52,44.35
2,M40,Fe415,33,7,14.1,Rocky,V,234,Medium,3,60.76,43.8
7,M25,Fe500,30,22,11.4,Rocky,I,594,Low,5,97.83,86.53
10,M40,Fe500,13,12,14.9,Loam,II,286,Low,4,133.57,113.09
5,M40,Fe415,32,10,12.6,Loam,III,573,High,2,93.68,56.2
8,M40,Fe500,42,24,17.4,Rocky,II,166,Low,1,129.06,87.87
10,M30,Fe415,11,20,16.9,Sandy,II,274,Medium,2,135.5,96.86
1,M40,Fe500,23,24,8.2,Sandy,IV,563,Medium,1,67.56,42.82
5,M25,Fe500,33,10,8.1,Clay,I,160,Low,0,60.58,40.22
7,M25,Fe415,48,15,10.9,Loam,I,162,High,2,83.15,43.28
2,M30,Fe415,57,9,20.0,Sandy,I,318,Low,3,73.2,55.89
7,M40,Fe415,25,19,9.4,Sandy,I,452,Low,0,108.79,87.56
5,M30,Fe500,16,18,9.1,Clay,V,209,Low,4,78.31,68.87
4,M40,Fe415,10,18,5.2,Sandy,II,412,High,5,67.23,42.11
1,M20,Fe415,5,23,7.2,Rocky,IV,376,High,5,32.05,18.11
8,M40,Fe415,34,20,3.8,Sandy,IV,201,Low,2,130.9,102.0
6,M40,Fe415,17,3,12.0,Rocky,V,234,High,5,89.69,55.38
6,M25,Fe415,4,4,17.5,Rocky,I,476,Low,3,65.52,65.23
1,M30,Fe500,3,17,14.3,Sandy,II,460,Low,4,54.52,51.12
1,M30,Fe500,25,9,5.9,Sandy,III,589,Medium,1,20.66,9.8
4,M30,Fe415,31,2,8.6,Sandy,V,150,Low,0,60.4,35.77
5,M40,Fe415,40,23,9.5,Rocky,IV,321,Low,2,86.23,62.91
4,M30,Fe415,50,21,16.7,Rocky,II,234,High,5,81.1,43.25
8,M40,Fe500,49,20,16.4,Sandy,V,188,High,2,110.12,59.45
2,M40,Fe500,0,10,13.9,Rocky,III,594,Medium,3,54.22,42.63
3,M20,Fe415,13,19,14.4,Loam,IV,449,Medium,4,55.45,45.92
2,M25,Fe500,41,11,13.5,Clay,III,373,Low,3,48.75,56.44
6,M40,Fe500,40,9,11.7,Rocky,III,194,High,1,79.25,45.82
10,M30,Fe415,24,5,5.1,Sandy,III,369,High,3,102.27,62.77
7,M40,Fe415,31,18,15.0,Clay,III,501,Low,5,112.99,102.53
3,M40,Fe415,24,2,10.1,Rocky,I,243,High,5,60.3,32.34
8,M25,Fe500,25,24,16.8,Sandy,III,353,Low,0,114.56,84.96
4,M30,Fe415,49,16,7.9,Clay,I,397,High,0,70.99,45.76
8,M25,Fe500,20,19,14.8,Sandy,I,572,High,5,101.89,70.95
9,M30,Fe500,3,13,9.7,Sandy,IV,383,Medium,2,104.05,66.5
4,M25,Fe415,1,10,12.0,Clay,I,200,Medium,5,64.98,58.1
7,M30,Fe415,54,23,13.3,Sandy,III,555,Low,2,101.28,73.18
7,M30,Fe500,32,4,3.8,Rocky,III,452,Medium,2,73.12,37.45
6,M30,Fe500,25,21,13.4,Rocky,V,314,Low,5,98.32,85.81
3,M30,Fe415,27,19,12.0,Sandy,III,213,High,1,88.13,45.99
5,M25,Fe500,52,21,5.3,Sandy,I,545,Low,5,70.22,64.87
2,M40,Fe415,20,7,6.5,Sandy,V,162,High,0,51.81,19.91
10,M25,Fe415,0,3,4.3,Sandy,III,549,Low,2,89.77,68.15
6,M40,Fe500,19,21,13.6,Loam,V,200,High,2,105.46,53.95
10,M30,Fe500,53,2,5.0,Clay,V,403,Low,1,113.4,74.53
10,M40,Fe500,37,1,14.0,Rocky,V,435,Low,5,118.57,97.0
2,M25,Fe500,46,15,3.8,Sandy,III,402,High,3,38.16,7.4
7,M25,Fe500,59,10,13.3,Rocky,II,332,Low,5,90.2,70.07
7,M30,Fe500,17,20,15.8,Sandy,IV,228,Low,0,105.64,58.5
8,M30,Fe415,28,9,13.2,Loam,IV,278,Low,3,89.16,81.76
3,M40,Fe500,19,6,7.5,Rocky,V,390,High,4,57.61,28.65
7,M40,Fe500,58,21,9.9,Sandy,V,483,High,3,113.17,79.21
3,M20,Fe500,16,4,9.6,Loam,V,486,Medium,4,31.14,19.36
5,M25,Fe415,35,5,8.1,Clay,III,504,High,3,52.38,21.63
10,M20,Fe415,32,3,3.4,Sandy,III,505,Low,5,88.93,85.84
4,M25,Fe415,52,5,11.9,Sandy,III,172,Medium,0,53.99,37.47
6,M40,Fe500,59,14,19.9,Rocky,V,456,Low,1,109.42,80.78
4,M40,Fe500,54,2,9.2,Rocky,IV,580,High,4,71.67,33.45
4,M20,Fe500,41,23,12.9,Sandy,IV,514,High,5,68.57,39.36
9,M25,Fe415,4,16,15.8,Sandy,I,594,Medium,4,111.8,81.92
8,M20,Fe500,50,9,19.1,Sandy,III,347,Medium,3,100.51,69.17
7,M20,Fe500,6,11,7.7,Rocky,V,239,Medium,2,88.3,50.03
9,M30,Fe500,31,2,17.2,Sandy,III,344,Low,3,110.56,86.14
8,M25,Fe500,13,1,5.8,Clay,I,434,High,1,76.34,41.55
4,M25,Fe415,34,22,4.1,Loam,I,388,Low,1,72.07,55.69
7,M20,Fe415,0,7,13.5,Sandy,III,597,Low,5,73.11,59.54
4,M40,Fe500,18,12,11.1,Sandy,V,369,Medium,5,75.85,63.87
10,M30,Fe415,13,21,18.2,Loam,V,292,Medium,2,131.48,97.95
3,M30,Fe500,0,24,17.3,Rocky,IV,353,High,1,91.12,50.33
6,M20,Fe415,48,22,17.7,Rocky,V,454,High,1,104.29,62.57
10,M20,Fe415,51,1,11.9,Sandy,V,189,Medium,0,95.75,62.42
5,M40,Fe415,29,12,20.0,Clay,I,490,Low,2,103.8,88.05
4,M40,Fe415,8,21,15.9,Rocky,III,235,Medium,1,115.29,69.51
6,M40,Fe500,57,13,18.5,Rocky,II,443,Medium,3,105.1,79.39
2,M25,Fe500,22,7,18.3,Rocky,III,497,Medium,5,54.2,46.22
5,M25,Fe415,1,8,3.3,Loam,II,467,High,0,45.89,16.88
6,M25,Fe415,30,2,4.8,Sandy,V,500,Medium,4,50.21,46.17
8,M40,Fe415,36,22,5.1,Sandy,IV,547,Low,1,121.08,90.39
4,M25,Fe415,12,16,5.1,Loam,III,442,Low,4,59.47,53.28
10,M20,Fe500,20,5,12.8,Rocky,IV,174,Medium,0,103.9,62.66
2,M40,Fe415,36,20,19.0,Clay,V,527,High,3,79.85,49.72
2,M30,Fe415,14,10,18.8,Loam,V,265,High,3,42.56,20.58
10,M30,Fe500,7,17,7.0,Rocky,II,437,High,5,129.61,86.91
7,M30,Fe500,57,3,7.9,Loam,V,504,High,3,62.05,40.64
3,M20,Fe415,27,6,5.9,Clay,III,177,High,4,38.08,20.33
8,M20,Fe415,5,15,9.1,Rocky,III,496,High,1,93.89,52.44
1,M25,Fe500,21,2,15.2,Clay,IV,330,Medium,3,26.74,16.45
8,M30,Fe415,6,16,17.3,Rocky,IV,358,Medium,3,125.92,85.09
4,M20,Fe415,19,13,11.4,Loam,II,218,Medium,3,80.62,52.14
5,M25,Fe415,9,19,8.9,Clay,II,340,High,0,65.96,16.32
10,M25,Fe500,38,8,15.5,Sandy,III,330,Low,2,115.04,82.47
2,M20,Fe415,38,7,19.7,Sandy,II,246,High,3,51.01,24.42
7,M30,Fe500,4,11,9.4,Loam,I,487,Low,4,97.17,82.82
1,M25,Fe500,5,6,8.7,Clay,IV,515,High,1,15.67,5.14
7,M30,Fe500,51,5,3.8,Rocky,III,225,High,0,82.07,34.01
1,M20,Fe415,8,4,18.9,Loam,I,399,Low,3,45.12,36.38
2,M20,Fe415,39,13,7.6,Sandy,I,508,High,5,27.45,21.36
1,M25,Fe415,52,18,16.9,Clay,V,384,Medium,3,53.24,32.29
3,M20,Fe500,23,17,9.0,Clay,III,563,Low,1,52.7,39.68
5,M20,Fe415,50,24,8.2,Sandy,III,278,Medium,2,65.75,44.41
6,M20,Fe415,23,16,6.1,Sandy,III,326,High,0,63.35,21.15
3,M25,Fe500,40,17,15.2,Rocky,I,494,Medium,4,56.78,41.95
8,M25,Fe500,22,24,4.7,Loam,V,299,High,3,79.59,38.01
10,M30,Fe500,38,23,10.2,Clay,V,534,High,0,125.82,70.61
7,M40,Fe415,23,1,7.7,Sandy,V,426,Medium,5,97.43,75.13
6,M25,Fe415,24,12,3.5,Loam,II,300,High,0,60.3,17.56
1,M30,Fe500,3,10,19.4,Rocky,IV,525,Low,4,56.76,55.62
6,M25,Fe415,37,5,12.6,Loam,IV,316,High,3,77.87,47.92
5,M40,Fe500,46,17,6.5,Sandy,III,289,Low,4,84.99,67.33
10,M20,Fe415,16,11,14.3,Clay,I,261,Medium,5,115.33,96.54
3,M25,Fe500,17,15,10.1,Sandy,IV,181,Medium,4,67.44,49.97
3,M30,Fe500,20,13,5.4,Sandy,I,548,Medium,0,50.41,18.69
10,M40,Fe500,46,20,19.8,Sandy,I,207,High,3,153.36,91.38
7,M25,Fe415,14,11,17.4,Clay,V,419,Medium,3,95.15,60.62
4,M25,Fe415,47,13,16.2,Sandy,I,523,Low,4,63.62,62.21
3,M25,Fe500,41,9,17.5,Clay,IV,558,High,5,54.59,29.41
2,M30,Fe415,4,12,19.8,Rocky,I,316,Low,2,62.63,39.11
10,M40,Fe415,27,18,5.2,Loam,III,538,Low,4,121.55,104.74
9,M30,Fe415,22,8,10.8,Clay,IV,155,High,5,94.82,61.58
7,M20,Fe415,40,24,20.0,Clay,III,556,Medium,0,110.68,75.45
4,M30,Fe415,23,1,18.6,Rocky,I,364,Medium,0,68.11,38.6
7,M40,Fe415,35,23,12.4,Loam,I,175,Low,5,113.68,87.55
1,M20,Fe415,19,19,6.2,Rocky,I,247,High,2,27.65,-2.65
8,M40,Fe500,26,7,4.3,Clay,V,590,Low,4,94.05,82.93
5,M30,Fe415,41,24,7.1,Sandy,I,491,Low,5,82.46,69.57
2,M30,Fe415,42,15,17.8,Loam,III,548,High,0,47.9,7.81
10,M30,Fe500,34,8,19.1,Clay,IV,365,High,1,135.97,82.16
8,M40,Fe415,37,5,19.8,Clay,II,231,Low,4,117.88,91.22
2,M25,Fe500,18,9,8.8,Clay,I,430,Medium,0,34.71,12.87
3,M30,Fe500,42,24,14.3,Sandy,IV,261,Low,3,80.87,65.09
7,M25,Fe415,25,13,3.8,Loam,II,440,High,2,70.9,41.0
1,M20,Fe500,13,6,12.3,Rocky,III,200,Medium,0,36.76,18.89
7,M25,Fe415,23,23,12.8,Rocky,I,505,High,3,83.0,43.26
8,M40,Fe415,31,2,5.6,Clay,II,535,Medium,3,79.12,60.15
8,M20,Fe415,21,6,5.5,Clay,II,176,High,2,70.54,45.91
8,M20,Fe500,0,11,17.6,Rocky,IV,433,High,5,98.16,62.95
8,M25,Fe415,17,21,18.4,Loam,IV,462,High,3,107.78,61.93
3,M20,Fe500,15,3,17.9,Rocky,II,425,Medium,2,56.59,35.52
9,M20,Fe415,26,14,18.8,Clay,I,572,Medium,1,93.92,54.67
2,M25,Fe500,4,6,14.5,Loam,I,536,Low,4,41.9,40.83
4,M25,Fe415,22,20,7.4,Clay,I,490,Medium,1,70.47,40.67
1,M40,Fe500,25,2,18.9,Sandy,III,557,Low,2,67.79,54.24
9,M25,Fe500,35,21,5.2,Clay,II,451,High,5,97.51,71.96
9,M20,Fe500,46,24,17.1,Loam,III,551,Low,0,110.55,82.38
3,M25,Fe500,55,9,15.5,Clay,I,160,Low,0,69.99,47.06
6,M40,Fe500,59,16,4.8,Loam,IV,235,Medium,5,81.62,63.53
6,M30,Fe415,38,5,18.2,Loam,IV,193,Low,1,87.11,72.08
4,M20,Fe415,54,18,3.5,Clay,III,582,Medium,4,41.49,24.31
2,M25,Fe415,18,24,4.5,Sandy,II,354,Medium,3,33.68,24.54
8,M30,Fe415,30,9,9.9,Rocky,I,270,High,2,104.77,59.77
8,M40,Fe500,22,4,7.2,Rocky,II,478,High,1,98.76,46.61
4,M25,Fe415,45,4,6.0,Clay,V,571,High,4,40.78,12.2
9,M30,Fe500,33,16,7.1,Clay,II,529,Low,0,111.15,72.87
8,M25,Fe415,48,9,14.9,Loam,IV,490,Medium,5,90.11,71.91
8,M25,Fe500,17,19,9.6,Clay,III,356,Medium,1,80.82,60.7
10,M25,Fe415,27,8,18.2,Rocky,I,522,High,5,118.14,77.96
7,M30,Fe415,21,24,6.7,Loam,V,261,High,5,93.87,68.31
6,M25,Fe415,20,16,13.2,Rocky,V,251,Medium,0,86.4,49.05
10,M25,Fe500,19,11,14.4,Clay,II,192,Medium,3,109.12,78.62
9,M30,Fe500,10,11,11.8,Rocky,V,493,Medium,3,119.35,78.81
7,M20,Fe500,34,24,15.4,Rocky,V,299,Low,5,110.54,86.93
3,M40,Fe500,11,2,14.3,Sandy,IV,467,Low,3,68.92,64.28
3,M20,Fe415,37,22,17.6,Sandy,I,300,Medium,2,74.83,49.37
2,M40,Fe415,10,13,6.7,Clay,II,270,Medium,3,55.17,44.86
10,M30,Fe500,32,8,17.3,Loam,III,391,Low,0,138.04,96.95
1,M30,Fe415,50,20,17.0,Clay,I,495,Low,0,69.28,44.63
7,M25,Fe415,55,15,19.1,Sandy,III,441,High,4,88.11,50.12
3,M30,Fe415,50,10,7.9,Clay,IV,199,High,1,39.04,2.8
10,M30,Fe415,17,15,12.6,Sandy,V,514,Low,0,119.2,76.54
3,M40,Fe500,1,10,14.0,Sandy,II,275,Medium,3,76.19,47.32
7,M30,Fe415,21,15,14.3,Rocky,II,426,Low,2,102.5,84.21
2,M30,Fe500,54,6,13.8,Rocky,V,205,Low,5,52.81,54.67
8,M20,Fe500,33,22,8.5,Sandy,II,484,Low,4,101.41,83.08
5,M20,Fe500,2,4,20.0,Sandy,III,315,High,3,92.99,57.79
6,M30,Fe500,50,23,19.1,Rocky,II,367,Medium,3,107.18,65.28
10,M20,Fe500,38,1,15.7,Sandy,II,206,High,4,99.43,58.05
6,M40,Fe415,36,10,9.8,Sandy,III,282,Medium,4,99.92,54.89
4,M30,Fe415,32,22,10.9,Clay,II,504,Low,3,85.32,80.13
1,M40,Fe415,29,7,17.5,Rocky,IV,455,Low,0,61.69,46.99
9,M30,Fe415,58,11,15.3,Rocky,I,440,Medium,2,114.8,72.78
2,M40,Fe415,23,4,16.8,Sandy,III,323,High,1,72.38,38.69
4,M25,Fe500,37,5,15.4,Clay,I,496,Low,2,51.65,39.35
10,M40,Fe415,46,9,10.0,Loam,I,425,Medium,1,121.87,76.4
4,M25,Fe500,21,9,9.4,Loam,V,205,High,1,38.36,8.95
5,M30,Fe415,35,6,14.7,Sandy,II,352,Medium,2,79.06,47.89
9,M25,Fe415,5,13,9.6,Rocky,II,502,Low,5,96.96,85.51
5,M30,Fe500,59,18,11.6,Loam,V,169,Medium,2,89.92,52.81
5,M40,Fe415,44,14,11.9,Rocky,V,354,High,4,87.41,48.53
8,M20,Fe500,4,13,6.8,Rocky,II,190,Low,4,80.25,66.83
4,M30,Fe415,46,24,19.1,Clay,IV,221,Low,4,89.28,79.3
5,M40,Fe415,13,5,15.3,Sandy,I,573,Low,0,94.7,66.32
3,M30,Fe500,34,1,5.8,Loam,IV,334,High,0,33.21,0.89
4,M40,Fe415,23,13,5.2,Rocky,II,230,High,0,49.97,16.41
6,M40,Fe500,31,3,5.7,Sandy,V,547,High,5,72.78,44.28
5,M40,Fe415,15,2,15.9,Rocky,II,491,Low,2,82.3,47.86
5,M40,Fe415,35,15,10.8,Rocky,III,161,High,3,84.59,50.26
7,M25,Fe415,39,18,8.8,Clay,II,361,High,1,79.89,33.83
4,M40,Fe500,14,11,13.2,Clay,I,284,High,1,93.46,49.5
6,M25,Fe415,6,2,8.1,Loam,V,185,High,0,54.66,11.85
2,M20,Fe415,6,7,14.9,Sandy,IV,427,Medium,2,47.54,19.13
10,M40,Fe500,6,23,8.6,Sandy,V,415,Medium,2,123.64,74.92
4,M40,Fe500,13,5,16.9,Loam,IV,506,Medium,4,85.65,63.6
3,M25,Fe500,43,1,10.8,Clay,III,480,Medium,5,43.69,31.63
8,M30,Fe415,15,23,8.5,Sandy,IV,398,Low,1,107.03,76.35
7,M20,Fe415,39,1,11.1,Sandy,III,410,Medium,5,82.18,63.84
8,M20,Fe500,13,1,14.4,Loam,I,555,Medium,3,83.29,67.16
6,M20,Fe415,19,12,3.2,Sandy,V,583,Medium,5,62.69,44.48
9,M20,Fe500,0,7,11.2,Clay,IV,518,Medium,3,88.19,59.98
2,M30,Fe500,35,1,16.9,Loam,V,427,Low,3,52.03,47.54
7,M20,Fe500,16,2,4.9,Sandy,III,469,High,4,70.47,38.79
6,M40,Fe415,54,5,8.8,Clay,V,509,Low,0,93.83,61.41
1,M25,Fe500,30,22,18.5,Sandy,IV,152,Medium,0,66.5,24.25
3,M25,Fe415,57,2,10.1,Clay,IV,357,Medium,1,36.44,21.01
2,M20,Fe500,40,9,4.9,Rocky,IV,287,Low,0,26.8,22.3
2,M30,Fe415,48,19,4.2,Sandy,II,445,Medium,4,42.09,33.29
1,M20,Fe500,45,20,18.7,Loam,II,547,Medium,0,57.44,32.1
6,M40,Fe415,0,8,4.4,Loam,V,283,High,5,76.65,51.24
3,M40,Fe415,49,22,7.7,Clay,I,310,Low,4,69.76,70.44
5,M25,Fe415,7,17,13.1,Rocky,III,214,High,3,74.01,34.33
3,M40,Fe415,19,21,15.5,Clay,I,225,High,4,82.67,49.75
6,M20,Fe500,55,4,3.3,Loam,III,591,Low,2,56.41,39.15
7,M40,Fe415,13,19,19.6,Loam,II,289,High,5,128.38,81.5
5,M30,Fe415,8,2,17.8,Loam,V,418,High,3,83.77,52.48
10,M25,Fe415,39,1,15.0,Loam,III,380,Medium,3,98.5,65.8
5,M20,Fe500,8,11,17.5,Loam,I,251,Medium,4,80.06,62.24
3,M30,Fe500,54,4,10.5,Rocky,I,159,Low,5,41.58,54.57
7,M20,Fe500,34,1,8.5,Clay,IV,303,Medium,4,62.73,48.91
8,M20,Fe415,6,24,12.5,Sandy,I,507,Medium,5,102.09,68.59
5,M30,Fe500,38,22,19.5,Clay,III,477,Low,1,105.23,76.79
8,M25,Fe415,45,19,13.4,Loam,II,556,Medium,2,89.98,56.83
7,M20,Fe415,45,18,4.9,Loam,V,196,High,4,72.23,34.25
2,M20,Fe415,41,18,12.6,Sandy,II,236,Low,2,42.84,36.03
9,M30,Fe500,59,18,16.6,Loam,III,428,Low,0,97.0,75.59
10,M40,Fe500,59,7,17.7,Loam,V,545,Medium,4,136.27,90.13
2,M40,Fe415,25,8,14.3,Sandy,IV,367,Medium,3,78.21,63.13
3,M30,Fe500,57,4,5.7,Loam,I,358,Medium,3,50.54,31.37
